"Municipal and City Level Small Area Poverty Estimates; 2006, 2009 and 2012",,,,,,,,,,,,,,,,,,,,,,,,,,
Region/Province,,,Municipality/City,,,,,,,Poverty Incidence,,,,,,Coefficient of Variation*,,,,90% Confidence Interval,,,,,,
,,,,,,,,,,,,,,,,,,,,2006,,2009,,2012,,
,,,Siayan,,,,,,,72.3,,79.9,,70.5,,9.0,5.7,4.7,,61.6,83.0,72.4,87.3,65.1,76.0,
,,,Sibuco,,,,,,,66.0,,68.2,,67.2,,9.7,7.7,5.4,,55.5,76.5,59.6,76.8,61.2,73.2,
,,,Sibutad,,,,,,,33.0,,54.1,,40.0,,29.5,10.9,9.3,,17.0,49.0,44.4,63.8,33.9,46.1,
,,,Sindangan,,,,,,,58.2,,56.8,,46.9,,8.3,7.9,5.1,,50.2,66.2,49.4,64.2,43.0,50.9,
,,,Siocon,,,,,,,59.8,,63.6,,49.2,,10.5,9.2,6.3,,49.4,70.1,54.0,73.2,44.2,54.3,
,,,Sirawai,,,,,,,65.5,,61.7,,41.5,,10.8,10.1,10.7,,53.9,77.1,51.4,71.9,34.2,48.8,
,,,Tampilisan,,,,,,,52.0,,45.0,,44.2,,13.0,12.7,8.1,,40.9,63.1,35.6,54.4,38.3,50.1,
,,,Jose Dalman (Ponot),,,,,,,63.4,,68.0,,62.8,,11.7,8.6,5.9,,51.2,75.6,58.3,77.7,56.7,68.8,
,,,Gutalac,,,,,,,71.1,,70.4,,67.4,,7.6,6.6,4.6,,62.2,79.9,62.8,78.0,62.3,72.5,
,,,Baliguian,,,,,,,70.4,,75.3,,62.9,,9.8,6.5,6.3,,59.0,81.7,67.3,83.3,56.4,69.4,
,,,Godod,,,,,,,60.9,,71.1,,60.8,,10.0,9.6,6.6,,50.9,70.9,59.8,82.3,54.2,67.4,
,,,Bacungan (Leon T. Postigo),,,,,,,63.9,,66.0,,54.2,,8.8,9.4,7.4,,54.6,73.2,55.7,76.2,47.6,60.8,
,,,Kalawit,,,,,,,60.4,,65.8,,52.9,,12.2,10.3,7.7,,48.3,72.5,54.6,77.0,46.3,59.6,
Zamboanga del Sur,,,Aurora,,,,,,,27.7,,31.5,,43.2,,12.9,12.7,4.3,,21.8,33.6,24.9,38.1,40.1,46.2,
,,,Bayog,,,,,,,29.2,,43.6,,44.5,,17.1,14.0,7.2,,21.0,37.4,33.6,53.6,39.2,49.7,
,,,Dimataling,,,,,,,37.1,,46.8,,49.9,,17.0,14.5,7.9,,26.7,47.4,35.6,57.9,43.4,56.4,
,,,Dinas,,,,,,,35.5,,43.1,,48.2,,15.6,11.6,6.7,,26.4,44.6,34.8,51.4,42.9,53.5,
,,,Dumalinao,,,,,,,28.4,,38.8,,34.4,,18.0,13.3,9.4,,20.0,36.9,30.3,47.2,29.1,39.7,
,,,Dumingag,,,,,,,35.6,,42.8,,48.6,,14.3,10.7,5.7,,27.2,44.0,35.3,50.3,44.0,53.2,
,,,Kumalarang,,,,,,,33.7,,45.9,,47.6,,18.1,14.0,9.6,,23.7,43.8,35.3,56.5,40.1,55.2,
,,,Labangan,,,,,,,29.6,,33.9,,35.3,,17.4,13.5,7.1,,21.1,38.1,26.4,41.5,31.1,39.4,
,,,Lapuyan,,,,,,,37.6,,53.0,,58.7,,14.1,10.7,6.6,,28.8,46.3,43.7,62.4,52.3,65.0,
,,,Mahayag,,,,,,,28.7,,35.9,,34.0,,16.4,13.5,7.5,,21.0,36.5,27.9,43.9,29.8,38.2,
,,,Margosatubig,,,,,,,27.7,,39.0,,30.2,,22.5,17.4,13.1,,17.5,37.9,27.8,50.2,23.7,36.7,
,,,Midsalip,,,,,,,37.6,,52.7,,54.9,,14.4,12.2,5.8,,28.7,46.5,42.1,63.2,49.7,60.2,
,,,Molave,,,,,,,24.0,,26.5,,22.3,,17.0,15.6,11.4,,17.3,30.7,19.7,33.2,18.2,26.5,
,,,Pagadian City,,,,,,,17.3,,21.0,,15.5,,15.7,12.9,11.1,,12.8,21.8,16.5,25.4,12.6,18.3,
,,,Ramon Magsaysay,,,,,,,25.8,,36.6,,32.8,,17.9,14.1,8.3,,18.2,33.4,28.1,45.1,28.4,37.3,
,,,San Miguel,,,,,,,27.7,,41.6,,46.5,,19.8,15.4,7.8,,18.7,36.7,31.0,52.2,40.6,52.4,
,,,San Pablo,,,,,,,30.8,,47.0,,46.9,,15.9,12.4,6.6,,22.8,38.8,37.4,56.6,41.8,52.0,
,,,Tabina,,,,,,,32.1,,47.6,,32.3,,20.9,16.4,11.3,,21.1,43.2,34.7,60.4,26.4,38.3,
,,,Tambulig,,,,,,,30.0,,38.0,,34.3,,16.1,14.0,8.8,,22.1,38.0,29.2,46.7,29.4,39.3,
,,,Tukuran,,,,,,,28.3,,36.5,,31.9,,17.3,14.3,8.3,,20.2,36.3,27.9,45.1,27.6,36.3,
,,,Zamboanga City,,,,,,,19.7,,19.9,,12.6,,13.7,10.2,11.3,,15.2,24.1,16.5,23.2,10.2,15.0,
,,,Lakewood,,,,,,,31.2,,48.4,,47.9,,20.6,16.1,10.5,,20.6,41.8,35.5,61.2,39.7,56.2,
,,,Josefina,,,,,,,24.4,,40.9,,49.5,,22.3,18.1,9.0,,15.5,33.4,28.8,53.1,42.1,56.8,
,,,Pitogo,,,,,,,30.7,,49.8,,34.1,,17.2,15.8,11.8,,22.0,39.4,36.8,62.7,27.5,40.6,
,,,Sominot,,,,,,,35.3,,54.5,,50.4,,18.4,13.1,8.2,,24.6,46.0,42.7,66.2,43.6,57.2,
,,,Vincenzo A. Sagun,,,,,,,34.7,,46.5,,46.2,,17.7,13.4,7.9,,24.6,44.7,36.2,56.8,40.2,52.2,
,,,Guipos,,,,,,,28.3,,36.0,,38.8,,20.2,16.0,9.6,,18.9,37.7,26.5,45.4,32.7,44.9,
,,,Tigbao,,,,,,,34.5,,44.5,,46.1,,19.9,14.2,9.1,,23.2,45.8,34.1,54.9,39.2,53.0,
Zamboanga Sibugay,,,Alicia,,,,,,,46.4,,54.0,,45.9,,12.8,11.6,4.2,,36.6,56.1,43.6,64.3,42.8,49.1,
,,,Buug,,,,,,,29.6,,40.2,,35.8,,16.5,13.5,4.2,,21.6,37.6,31.3,49.1,33.4,38.3,
,,,Diplahan,,,,,,,31.5,,43.9,,35.1,,18.1,13.2,10.6,,22.1,40.9,34.4,53.4,28.9,41.2,
,,,Imelda,,,,,,,38.2,,42.4,,28.9,,16.6,12.8,12.2,,27.8,48.7,33.5,51.4,23.1,34.7,
,,,Ipil,,,,,,,29.3,,32.2,,19.7,,14.7,11.0,11.9,,22.2,36.4,26.4,38.1,15.8,23.5,
,,,Kabasalan,,,,,,,39.6,,36.7,,36.9,,14.3,10.8,7.2,,30.3,48.9,30.2,43.3,32.5,41.2,
,,,Mabuhay,,,,,,,57.2,,68.9,,67.3,,13.5,8.2,5.9,,44.5,70.0,59.5,78.2,60.7,73.8,
,,,Malangas,,,,,,,34.8,,40.5,,31.5,,15.0,12.3,9.2,,26.2,43.4,32.3,48.7,26.8,36.3,
,,,Naga,,,,,,,40.8,,36.4,,27.8,,14.3,11.3,11.5,,31.2,50.4,29.6,43.2,22.5,33.1,
,,,Olutanga,,,,,,,41.3,,61.7,,50.2,,16.4,11.0,8.5,,30.2,52.5,50.5,72.8,43.2,57.2,
,,,Payao,,,,,,,46.5,,63.3,,50.4,,12.9,11.1,7.6,,36.6,56.4,51.7,74.8,44.1,56.7,
,,,Roseller Lim,,,,,,,41.1,,51.2,,50.0,,14.2,9.6,7.0,,31.5,50.7,43.1,59.4,44.2,55.8,
,,,Siay,,,,,,,42.6,,48.3,,37.8,,14.8,9.7,7.1,,32.2,52.9,40.6,56.0,33.4,42.2,
,,,Talusan,,,,,,,55.3,,66.5,,59.6,,14.7,11.8,10.3,,42.0,68.7,53.6,79.4,49.5,69.7,
,,,Titay,,,,,,,38.2,,45.1,,33.2,,13.1,10.0,7.9,,29.9,46.5,37.6,52.6,28.9,37.6,
,,,Tungawan,,,,,,,51.1,,59.5,,56.1,,12.3,9.8,6.6,,40.7,61.4,49.8,69.1,50.0,62.2,
Isabela City,,,Isabela City,,,,,,,22.4,,23.0,,22.4,,15.0,12.6,8.5,,16.9,28.0,18.2,27.8,19.3,25.5,
Region X,,,,,,,,,,,,,,,,,,,,,,,,,,
Bukidnon,,,Baungon,,,,,,,40.2,,49.1,,46.2,,13.1,9.7,12.0,,31.6,48.8,41.3,56.9,37.0,55.3,
,,,Damulog,,,,,,,42.4,,52.2,,64.0,,11.6,9.4,7.6,,34.3,50.5,44.1,60.2,56.1,72.0,
,,,Dangcagan,,,,,,,39.9,,39.9,,39.7,,13.1,11.9,13.7,,31.3,48.5,32.0,47.7,30.7,48.6,
,,,Don Carlos,,,,,,,39.5,,42.0,,37.6,,10.0,7.9,9.8,,33.0,46.1,36.5,47.4,31.5,43.7,
,,,Impasug-ong,,,,,,,43.0,,46.1,,58.5,,12.7,10.1,9.2,,34.0,52.0,38.5,53.8,49.6,67.4,
,,,Kadingilan,,,,,,,50.0,,50.7,,56.0,,9.5,10.4,8.3,,42.2,57.9,42.1,59.4,48.4,63.7,
,,,Kalilangan,,,,,,,33.8,,51.3,,53.0,,15.7,9.9,8.7,,25.1,42.5,42.9,59.7,45.4,60.6,
,,,Kibawe,,,,,,,48.1,,46.8,,49.0,,8.2,6.9,8.2,,41.5,54.6,41.5,52.0,42.4,55.6,
,,,Kitaotao,,,,,,,52.7,,54.8,,64.1,,7.7,8.3,5.6,,46.0,59.4,47.3,62.3,58.2,70.0,
,,,Lantapan,,,,,,,43.7,,40.8,,49.0,,11.6,11.3,10.9,,35.3,52.0,33.2,48.4,40.2,57.8,
,,,Libona,,,,,,,38.1,,35.5,,37.2,,12.5,9.9,14.7,,30.3,46.0,29.7,41.3,28.2,46.2,
,,,Malaybalay City,,,,,,,31.7,,34.6,,31.6,,9.9,7.8,8.1,,26.5,36.9,30.2,39.0,27.4,35.8,
,,,Malitbog,,,,,,,47.8,,61.4,,65.3,,14.2,9.1,9.2,,36.6,58.9,52.2,70.6,55.4,75.2,
,,,Manolo Fortich,,,,,,,31.6,,33.5,,34.0,,10.1,9.9,9.8,,26.3,36.9,28.1,39.0,28.5,39.4,
,,,Maramag,,,,,,,33.9,,33.5,,37.3,,13.7,11.0,9.8,,26.2,41.6,27.4,39.5,31.2,43.3,
,,,Pangantucan,,,,,,,41.6,,53.2,,51.7,,10.0,7.1,8.8,,34.7,48.4,47.0,59.4,44.2,59.2,
,,,Quezon,,,,,,,41.1,,52.0,,49.2,,10.4,7.7,7.6,,34.1,48.2,45.4,58.6,43.0,55.4,
,,,San Fernando,,,,,,,42.5,,52.1,,63.2,,13.3,9.8,7.1,,33.2,51.8,43.7,60.4,55.8,70.5,
,,,Sumilao,,,,,,,39.1,,40.2,,45.1,,19.3,17.3,15.9,,26.7,51.4,28.8,51.6,33.3,56.9,
,,,Talakag,,,,,,,53.8,,50.3,,62.4,,8.3,7.8,6.2,,46.5,61.2,43.8,56.7,56.0,68.8,
,,,Valencia City,,,,,,,35.1,,35.8,,34.8,,9.9,8.5,9.8,,29.4,40.8,30.8,40.9,29.2,40.4,
,,,Cabanglasan,,,,,,,50.5,,45.2,,59.3,,8.1,11.4,9.0,,43.7,57.2,36.7,53.7,50.5,68.1,
Camiguin,,,Catarman,,,,,,,47.4,,58.4,,43.9,,13.4,7.4,11.3,,36.9,57.8,51.3,65.5,35.7,52.1,
,,,Guinsiliban,,,,,,,47.5,,45.7,,68.8,,13.0,11.7,8.8,,37.4,57.6,36.9,54.5,58.9,78.8,
,,,Mahinog,,,,,,,36.5,,45.9,,43.5,,13.6,8.7,12.4,,28.3,44.7,39.3,52.4,34.6,52.3,
,,,Mambajao,,,,,,,37.4,,36.2,,30.9,,13.1,11.4,14.5,,29.3,45.4,29.4,43.0,23.5,38.2,
,,,Sagay,,,,,,,54.5,,42.1,,49.9,,13.0,12.8,10.8,,42.8,66.1,33.2,51.0,41.1,58.8,
Lanao del Norte,,,Bacolod,,,,,,,34.8,,40.2,,37.8,,15.0,11.7,11.4,,26.2,43.3,32.5,48.0,30.7,44.8,
,,,Baloi,,,,,,,33.2,,48.3,,52.8,,13.5,8.0,10.6,,25.9,40.6,42.0,54.7,43.6,61.9,
,,,Baroy,,,,,,,45.8,,47.0,,44.6,,11.6,8.5,8.2,,37.1,54.5,40.4,53.6,38.5,50.6,
,,,Iligan City,,,,,,,23.1,,24.4,,17.5,,10.5,7.6,14.0,,19.1,27.0,21.4,27.5,13.4,21.5,
,,,Kapatagan,,,,,,,42.5,,47.6,,43.5,,11.4,7.0,8.8,,34.6,50.5,42.2,53.1,37.3,49.8,
,,,Sultan Naga Dimaporo,,,,,,,48.9,,59.9,,64.0,,9.0,6.4,6.0,,41.6,56.2,53.6,66.2,57.7,70.3,
,,,Kauswagan,,,,,,,46.4,,49.5,,41.1,,16.1,9.1,11.9,,34.1,58.6,42.1,56.9,33.1,49.2,
,,,Kolambugan,,,,,,,38.4,,41.7,,36.2,,11.6,8.0,9.5,,31.1,45.7,36.2,47.2,30.5,41.9,
,,,Lala,,,,,,,35.1,,37.0,,43.3,,11.3,8.5,10.6,,28.6,41.7,31.9,42.1,35.7,50.9,
,,,Linamon,,,,,,,36.3,,31.0,,30.4,,17.0,16.5,17.9,,26.2,46.4,22.6,39.4,21.4,39.3,
,,,Magsaysay,,,,,,,46.6,,59.2,,55.4,,9.6,6.4,8.5,,39.2,53.9,52.9,65.4,47.7,63.2,
,,,Maigo,,,,,,,45.2,,43.7,,36.8,,15.5,11.0,11.4,,33.7,56.8,35.8,51.6,29.9,43.7,
,,,Matungao,,,,,,,37.8,,59.3,,64.5,,15.1,9.5,10.2,,28.4,47.2,50.0,68.5,53.7,75.3,
,,,Munai,,,,,,,42.5,,67.5,,65.2,,12.5,5.4,5.8,,33.7,51.3,61.5,73.4,58.9,71.4,
,,,Nunungan,,,,,,,51.9,,67.9,,79.7,,8.7,6.1,5.9,,44.4,59.4,61.1,74.7,72.0,87.4,
,,,Pantao Ragat,,,,,,,40.6,,59.7,,67.3,,13.0,7.1,8.9,,31.9,49.3,52.8,66.6,57.5,77.2,
,,,Poona Piagapo,,,,,,,48.3,,66.8,,73.8,,9.7,5.8,6.0,,40.6,56.1,60.4,73.1,66.5,81.0,
,,,Salvador,,,,,,,57.1,,56.3,,68.7,,11.1,8.2,7.0,,46.7,67.4,48.7,64.0,60.8,76.5,
,,,Sapad,,,,,,,45.9,,62.0,,58.4,,11.8,7.3,8.4,,37.0,54.8,54.6,69.5,50.4,66.5,
,,,Tagoloan,,,,,,,66.5,,69.4,,69.9,,12.7,8.3,10.5,,52.5,80.4,59.9,78.9,57.8,81.9,
,,,Tangcal,,,,,,,50.5,,67.4,,79.3,,14.0,6.4,5.8,,38.8,62.1,60.3,74.4,71.7,86.9,
,,,Tubad,,,,,,,34.4,,48.3,,38.0,,11.3,6.4,10.3,,28.0,40.8,43.2,53.4,31.6,44.4,
,,,Pantar,,,,,,,39.4,,57.5,,67.2,,10.4,6.7,7.1,,32.6,46.1,51.1,63.8,59.3,75.0,
Misamis Occidental,,,Aloran,,,,,,,39.1,,42.7,,39.6,,15.3,6.9,9.2,,29.2,49.0,37.9,47.5,33.6,45.6,
,,,Baliangao,,,,,,,48.5,,37.7,,49.6,,12.0,10.6,7.9,,39.0,58.1,31.1,44.3,43.2,56.0,
,,,Bonifacio,,,,,,,66.6,,44.9,,51.8,,8.5,9.0,8.6,,57.2,75.9,38.2,51.5,44.5,59.1,
,,,Calamba,,,,,,,38.7,,41.4,,27.1,,14.5,7.9,14.2,,29.5,48.0,36.0,46.8,20.8,33.4,
,,,Clarin,,,,,,,43.7,,38.8,,33.5,,13.7,7.6,9.5,,33.8,53.5,33.9,43.6,28.2,38.7,
,,,Concepcion,,,,,,,76.5,,62.3,,78.0,,7.1,6.8,6.9,,67.6,85.5,55.3,69.3,69.2,86.8,
,,,Jimenez,,,,,,,36.4,,40.9,,28.0,,12.8,8.6,12.1,,28.7,44.1,35.1,46.6,22.4,33.5,
,,,Lopez Jaena,,,,,,,48.0,,49.3,,44.2,,12.4,7.2,8.4,,38.2,57.8,43.4,55.1,38.1,50.3,
,,,Oroquieta City,,,,,,,33.5,,30.7,,22.2,,13.5,10.2,10.7,,26.0,40.9,25.5,35.8,18.3,26.2,
,,,Ozamis City,,,,,,,30.6,,29.8,,20.9,,14.1,8.1,10.7,,23.5,37.7,25.8,33.7,17.3,24.6,
,,,Panaon,,,,,,,38.2,,40.2,,31.8,,14.8,10.7,12.1,,28.9,47.5,33.1,47.3,25.5,38.1,
,,,Plaridel,,,,,,,44.3,,35.2,,37.4,,12.2,8.5,11.1,,35.4,53.2,30.3,40.1,30.6,44.2,
,,,Sapang Dalaga,,,,,,,51.7,,43.9,,46.6,,10.2,7.5,9.0,,43.1,60.4,38.4,49.3,39.7,53.5,
,,,Sinacaban,,,,,,,42.7,,38.9,,38.3,,13.6,8.8,11.4,,33.1,52.2,33.2,44.5,31.2,45.5,
,,,Tangub City,,,,,,,63.8,,43.1,,39.3,,9.3,5.8,8.4,,54.1,73.5,39.0,47.2,33.9,44.8,
,,,Tudela,,,,,,,43.7,,38.0,,38.1,,12.8,8.4,7.5,,34.5,52.9,32.8,43.3,33.4,42.8,
,,,Don Victoriano Chiongbian,,,,,,,73.7,,65.7,,67.3,,8.9,7.8,9.9,,62.9,84.6,57.2,74.1,56.3,78.2,
Misamis Oriental,,,Alubijid,,,,,,,47.4,,53.7,,35.4,,9.4,7.4,13.4,,40.1,54.7,47.2,60.2,27.6,43.2,
,,,Balingasag,,,,,,,48.9,,51.2,,37.7,,6.9,5.2,10.8,,43.4,54.4,46.8,55.6,31.0,44.4,
,,,Balingoan,,,,,,,41.3,,46.4,,33.3,,13.5,11.9,17.8,,32.1,50.5,37.3,55.4,23.5,43.0,
,,,Binuangan,,,,,,,42.8,,52.7,,28.7,,15.6,12.0,24.3,,31.8,53.7,42.3,63.1,17.2,40.2,
,,,Cagayan De Oro City,,,,,,,19.4,,22.8,,7.7,,13.7,9.8,22.5,,15.0,23.8,19.1,26.4,4.9,10.6,
,,,Claveria,,,,,,,46.1,,57.1,,39.1,,9.5,6.0,13.1,,38.9,53.3,51.4,62.7,30.7,47.5,
,,,El Salvador City,,,,,,,45.1,,38.8,,23.7,,13.3,9.7,19.0,,35.2,55.0,32.6,45.0,16.3,31.1,
,,,Gingoog City,,,,,,,44.1,,48.7,,27.7,,7.0,4.8,11.5,,39.0,49.2,44.8,52.5,22.5,33.0,
,,,Gitaguim,,,,,,,40.8,,50.3,,35.0,,11.9,9.8,15.1,,32.8,48.8,42.1,58.4,26.3,43.7,
,,,Initao,,,,,,,44.3,,48.9,,30.5,,12.4,9.0,16.5,,35.3,53.4,41.6,56.1,22.2,38.7,
,,,Jasaan,,,,,,,51.5,,42.1,,26.1,,11.6,9.9,16.7,,41.7,61.3,35.2,49.0,18.9,33.3,
,,,Kinoguitan,,,,,,,55.6,,55.7,,27.6,,11.7,7.1,18.3,,44.9,66.4,49.2,62.2,19.3,35.9,
,,,Lagonglong,,,,,,,47.9,,49.9,,32.3,,10.6,9.2,15.9,,39.5,56.3,42.4,57.4,23.9,40.8,
,,,Laguindingan,,,,,,,32.6,,52.2,,35.4,,17.4,9.9,15.3,,23.2,41.9,43.7,60.7,26.5,44.3,
,,,Libertad,,,,,,,46.2,,55.5,,47.1,,15.9,10.0,16.3,,34.1,58.2,46.4,64.6,34.4,59.8,
,,,Lugait,,,,,,,47.3,,40.6,,21.3,,16.8,14.3,25.8,,34.2,60.3,31.1,50.1,12.2,30.3,
,,,Magsaysay,,,,,,,73.9,,60.3,,48.2,,9.2,6.4,9.8,,62.6,85.1,53.9,66.7,40.5,56.0,
,,,Manticao,,,,,,,48.2,,48.4,,28.2,,11.8,8.3,14.8,,38.8,57.6,41.8,55.0,21.4,35.1,
,,,Medina,,,,,,,37.3,,41.0,,19.3,,10.3,8.1,17.0,,31.0,43.7,35.5,46.4,13.9,24.6,
,,,Naawan,,,,,,,48.6,,45.7,,25.9,,11.9,11.1,17.2,,39.1,58.2,37.4,54.0,18.6,33.2,
,,,Opol,,,,,,,30.4,,31.1,,14.3,,12.7,10.2,23.7,,24.1,36.8,25.9,36.2,8.7,19.8,
,,,Salay,,,,,,,48.8,,47.1,,27.9,,11.2,9.9,16.1,,39.8,57.8,39.4,54.7,20.5,35.2,
,,,Sugbongcogon,,,,,,,45.2,,45.4,,40.6,,13.2,12.8,17.2,,35.4,55.0,35.8,54.9,29.1,52.1,
,,,Tagoloan,,,,,,,39.6,,35.9,,14.0,,12.2,13.1,28.1,,31.6,47.5,28.2,43.7,7.5,20.4,
,,,Talisayan,,,,,,,49.0,,48.2,,29.0,,10.0,8.0,15.2,,40.9,57.0,41.9,54.5,21.8,36.2,
,,,Villanueva,,,,,,,40.9,,40.5,,20.2,,14.1,9.7,24.4,,31.3,50.4,34.0,46.9,12.1,28.3,
Region XI,,,,,,,,,,,,,,,,,,,,,,,,,,
Davao del Norte,,,Asuncion (Saug),,,,,,,38.4,,41.0,,39.2,,11.0,10.2,9.3,,31.5,45.3,34.1,47.9,33.2,45.2,
,,,Carmen,,,,,,,34.9,,28.0,,26.7,,11.7,12.5,13.9,,28.2,41.7,22.3,33.8,20.6,32.8,
,,,Kapalong,,,,,,,36.0,,21.5,,33.4,,11.6,18.5,12.0,,29.1,42.8,14.9,28.0,26.8,39.9,
,,,New Corella,,,,,,,38.4,,38.2,,41.6,,11.1,11.6,9.8,,31.4,45.4,30.9,45.5,34.9,48.2,
,,,Panabo City,,,,,,,24.5,,14.8,,16.6,,11.2,14.8,12.7,,19.9,29.0,11.2,18.4,13.1,20.1,
,,,Island Garden City of Samal,,,,,,,35.7,,32.8,,28.5,,7.2,8.6,7.2,,31.5,39.9,28.2,37.5,25.2,31.9,
,,,Santo Tomas,,,,,,,31.0,,23.5,,21.7,,16.2,17.9,15.5,,22.8,39.3,16.6,30.4,16.2,27.3,
,,,Tagum City,,,,,,,17.9,,15.0,,13.8,,14.6,18.7,17.0,,13.6,22.1,10.4,19.6,9.9,17.6,
,,,Talaingod,,,,,,,53.1,,62.6,,68.8,,15.1,15.2,12.5,,39.9,66.3,46.9,78.3,54.6,82.9,
,,,Braulio E. Dujali,,,,,,,26.9,,40.8,,29.4,,20.3,17.5,20.0,,17.9,35.8,29.1,52.6,19.7,39.0,
,,,San Isidro,,,,,,,37.9,,53.6,,43.2,,12.8,10.3,10.8,,29.9,45.9,44.5,62.7,35.5,50.9,
Davao del Sur,,,Bansalan,,,,,,,31.3,,21.3,,23.7,,11.3,14.6,12.3,,25.5,37.1,16.2,26.5,18.9,28.5,
,,,Davao City,,,,,,,15.7,,13.2,,10.6,,9.0,9.4,9.8,,13.4,18.0,11.2,15.3,8.9,12.3,
,,,Digos City,,,,,,,22.3,,18.8,,14.7,,13.0,13.9,16.8,,17.5,27.1,14.5,23.0,10.6,18.8,
,,,Hagonoy,,,,,,,32.8,,22.9,,23.9,,12.2,14.0,14.2,,26.2,39.3,17.6,28.1,18.3,29.5,
,,,Jose Abad Santos (Trinidad),,,,,,,53.6,,72.3,,75.5,,7.5,5.6,7.2,,47.0,60.2,65.6,79.0,66.5,84.5,
,,,Kiblawan,,,,,,,45.3,,57.4,,52.9,,7.5,6.5,8.4,,39.7,50.9,51.2,63.6,45.6,60.2,
,,,Magsaysay,,,,,,,42.3,,40.0,,29.7,,9.9,11.5,13.5,,35.4,49.3,32.5,47.6,23.1,36.3,
,,,Malalag,,,,,,,39.6,,41.2,,35.6,,11.9,9.6,12.5,,31.9,47.3,34.7,47.8,28.2,42.9,
,,,Malita,,,,,,,53.0,,63.8,,60.8,,7.7,5.5,7.4,,46.3,59.8,58.0,69.6,53.4,68.2,
,,,Matanao,,,,,,,40.9,,40.7,,25.7,,9.0,8.0,9.6,,34.8,47.0,35.4,46.0,21.6,29.7,
,,,Padada,,,,,,,25.0,,14.6,,14.1,,14.2,17.5,17.2,,19.1,30.8,10.4,18.7,10.1,18.1,
,,,Santa Cruz,,,,,,,34.4,,27.3,,28.6,,10.7,13.0,13.4,,28.4,40.4,21.5,33.2,22.3,34.9,
,,,Santa Maria,,,,,,,47.5,,48.5,,50.7,,8.0,9.0,9.8,,41.2,53.7,41.4,55.7,42.5,58.9,
,,,Sulop,,,,,,,39.2,,36.9,,37.1,,9.3,10.9,8.5,,33.2,45.2,30.2,43.5,31.9,42.3,
,,,Sarangani,,,,,,,54.6,,72.1,,65.9,,10.8,6.9,8.4,,44.9,64.3,64.0,80.3,56.8,75.0,
,,,Don Marcelino,,,,,,,56.2,,66.5,,73.8,,9.1,8.1,6.7,,47.8,64.6,57.7,75.4,65.7,81.9,
Davao Oriental,,,Baganga,,,,,,,28.3,,44.0,,26.2,,11.5,10.5,13.1,,23.0,33.7,36.4,51.6,20.5,31.8,
,,,Banaybanay,,,,,,,34.0,,32.5,,34.2,,14.3,13.6,13.1,,26.0,42.0,25.2,39.8,26.8,41.6,
,,,Boston,,,,,,,22.9,,36.6,,27.6,,22.6,15.0,17.7,,14.3,31.4,27.5,45.6,19.5,35.6,
,,,Caraga,,,,,,,37.8,,58.0,,51.6,,12.3,7.0,10.2,,30.2,45.5,51.3,64.7,42.9,60.3,
,,,Cateel,,,,,,,23.1,,53.5,,28.8,,16.2,8.9,12.9,,17.0,29.3,45.7,61.3,22.7,34.9,
,,,Governor Generoso,,,,,,,42.8,,55.7,,38.7,,11.0,8.9,10.3,,35.0,50.6,47.6,63.9,32.1,45.2,
,,,Lupon,,,,,,,36.8,,42.9,,32.8,,11.8,10.6,12.1,,29.6,43.9,35.4,50.4,26.3,39.4,
,,,Manay,,,,,,,39.2,,58.7,,58.1,,11.6,8.4,9.7,,31.8,46.7,50.6,66.7,48.9,67.3,
,,,Mati City (Capital),,,,,,,32.9,,33.9,,27.0,,10.7,11.1,13.1,,27.1,38.7,27.7,40.1,21.2,32.8,
,,,San Isidro,,,,,,,41.9,,47.4,,35.2,,11.5,11.0,12.4,,34.0,49.8,38.8,56.0,28.0,42.4,
,,,Tarragona,,,,,,,39.0,,62.3,,56.9,,15.6,8.6,9.7,,29.0,49.0,53.5,71.1,47.8,66.0,
Compostela Valley,,,Compostela,,,,,,,31.7,,26.5,,27.0,,16.3,17.7,14.7,,23.2,40.2,18.8,34.3,20.5,33.6,
,,,Laak (San Vicente),,,,,,,36.5,,54.7,,53.8,,9.0,7.8,8.4,,31.1,41.9,47.6,61.7,46.4,61.2,
,,,Mabini (Doña Alicia),,,,,,,31.9,,29.8,,32.1,,14.3,13.9,12.2,,24.4,39.4,23.0,36.6,25.6,38.5,
,,,Maco,,,,,,,35.2,,30.6,,29.6,,8.9,8.6,9.3,,30.0,40.4,26.2,34.9,25.1,34.1,
,,,Maragusan (San Mariano),,,,,,,34.6,,35.6,,31.2,,12.8,13.2,12.9,,27.3,41.8,27.8,43.3,24.6,37.8,
,,,Mawab,,,,,,,34.7,,32.7,,32.2,,14.2,13.8,12.9,,26.6,42.8,25.2,40.1,25.3,39.0,
,,,Monkayo,,,,,,,25.7,,32.9,,25.9,,11.9,12.7,12.5,,20.7,30.7,26.1,39.8,20.6,31.2,
,,,Montevista,,,,,,,36.5,,41.3,,40.2,,10.6,11.1,9.7,,30.2,42.9,33.8,48.8,33.8,46.6,
,,,Nabunturan,,,,,,,27.2,,28.3,,24.4,,11.5,13.7,12.8,,22.0,32.3,21.9,34.7,19.3,29.6,
,,,New Bataan,,,,,,,30.7,,42.0,,32.9,,15.8,13.0,13.3,,22.7,38.7,33.0,51.0,25.7,40.1,
,,,Pantukan,,,,,,,34.4,,28.3,,36.5,,13.8,17.0,13.3,,26.6,42.2,20.4,36.1,28.5,44.4,
